Lane,Loads,AvgDaysToShip,AvgCostPerMile,MilesAvg
"VERONA, MO → HOUSTON, TX",1,1.0,2.424483306836248,629.0
"BRUCE, MS → TIPP CITY, OH",1,5.0,2.4227642276422765,615.0
"ACKERMAN, MS → TOLEDO, OH",2,4.0,2.4213836477987423,795.0
"VIOLA, AR → LANCASTER, SC",2,5.0,2.4174528301886795,848.0
"DODSON, LA → MIDDLETON, TN",3,9.666666666666666,2.416263079222721,446.0
"BRYAN, TX → JACKSON, TN",1,1.0,2.4143302180685358,642.0
"BRYAN, TX → EL PASO, TX",4,3.5,2.4121323529411764,680.0
"TROY, AL → OTTAWA LAKE, MI",2,6.0,2.4074074074074074,810.0
"CARRSVILLE, KY → SEGUIN, TX",1,7.0,2.406417112299465,935.0
"BOGALUSA, LA → BELOIT, WI",6,2.6666666666666665,2.405315938942137,939.0
"IDABEL, OK → WALNUT, MS",1,1.0,2.4038461538461537,416.0
"IDABEL, OK → MIDDLETON, TN",3,17.666666666666668,2.403467297084318,423.0
"HOLDEN, LA → OLIVE BRANCH, MS",1,7.0,2.402973760932945,343.0
"MANSFIELD, AR → AUBURN, KY",3,2.6666666666666665,2.4026763990267637,548.0
"RUSSELLVILLE, AR → BERRIEN SPRINGS, MI",5,2.8,2.4015247776365944,787.0
"HALFWAY, MO → JEWETT, TX",1,3.0,2.399650959860384,573.0
"OLLA, LA → MEMPHIS, TN",4,6.0,2.397260273972603,365.0
"BROOKHAVEN, MS → WOOD DALE, IL",1,10.0,2.395320197044335,812.0
"ACKERMAN, MS → LAFAYETTE, IN",1,1.0,2.39477503628447,689.0
"ELDON, MO → SEGUIN, TX",1,5.0,2.3901808785529717,774.0
"HAZLEHURST, GA → AUBURN, KY",1,2.0,2.3847695390781563,499.0
"IDABEL, OK → PASADENA, TX",2,5.0,2.3846153846153846,325.0
"BRYAN, TX → WYLIE, TX",4,5.5,2.3815789473684212,190.0
"VERONA, MO → EVANSVILLE, WI",1,1.0,2.3769100169779285,589.0
"BRUCE, MS → MARYSVILLE, OH",1,2.0,2.375366568914956,682.0
"DERIDDER, LA → MIDDLETON, TN",1,13.0,2.372262773722628,548.0
"TAYLOR, LA → HIDALGO, TX",2,6.0,2.367394695787832,641.0
"DIERKS, AR → MARKLEVILLE, IN",2,4.5,2.3666666666666667,750.0
"VIOLA, AR → HEWITT, TX",2,1.5,2.365684575389948,577.0
"HALFWAY, MO → HARRISBURG, AR",1,8.0,2.3636363636363638,275.0
"LEOLA, AR → BIRMINGHAM, AL",1,1.0,2.36104513064133,421.0
"SUMMERSVILLE, MO → PORTLAND, IN",1,1.0,2.357563850687623,509.0
"TAHLEQUAH, OK → GRAND PRAIRIE, TX",1,6.0,2.3550724637681157,276.0
"EXETER, MO → SEGUIN, TX",1,4.0,2.3510971786833856,638.0
"MANSFIELD, AR → SILSBEE, TX",12,2.8333333333333335,2.350877192982456,380.0
"BRYAN, TX → GARDEN CITY, KS",6,6.5,2.3494860499265786,681.0
"ATOKA, OK → SEGUIN, TX",1,2.0,2.344559585492228,386.0
"ACKERMAN, MS → TIPP CITY, OH",1,1.0,2.33587786259542,655.0
"TAYLOR, LA → JACKSON, TN",2,1.5,2.33451536643026,423.0
"SALEM, MO → BOURBONNAIS, IL",2,3.0,2.3284313725490198,408.0
"PLUMERVILLE, AR → MARKLEVILLE, IN",1,4.0,2.3273273273273274,666.0
"TAYLOR, LA → ATLANTA, GA",2,1.0,2.327272727272727,550.0
"ALAPAHA, GA → WEST UNION, OH",3,3.0,2.3248629795714995,669.0
"ELDON, MO → HOUSTON, TX",2,2.0,2.3127463863337714,761.0
"HOLDEN, LA → TOLEDO, OH",1,4.0,2.3085004775549187,1047.0
"POCAHONTAS, AR → SEGUIN, TX",1,1.0,2.306648575305292,737.0
"SALEM, KY → FORT WORTH, TX",1,2.0,2.301255230125523,717.0
"OLLA, LA → MOSCOW, TN",1,1.0,2.300995024875622,402.0
"CARRSVILLE, KY → GRAPELAND, TX",1,1.0,2.2997032640949553,674.0
"TAYLOR, LA → WALNUT, MS",1,6.0,2.293577981651376,436.0
"OLLA, LA → PANAMA CITY, FL",1,1.0,2.2931654676258995,556.0
"COUSHATTA, LA → CROSSVILLE, TN",1,4.0,2.2916666666666665,720.0
"EXETER, MO → FORT WORTH, TX",1,1.0,2.2836538461538463,416.0
"BRYAN, TX → ABERDEEN, MS",1,1.0,2.2764227642276422,615.0
"DERIDDER, LA → SCHILLER PARK, IL",1,3.0,2.272727272727273,1012.0
"MONTICELLO, AR → BELOIT, WI",1,4.0,2.272727272727273,748.0
"RISON, AR → KANKAKEE, IL",1,6.0,2.270642201834862,654.0
"KNOXVILLE, TN → RENSSELAER, IN",1,0.0,2.2643923240938166,469.0
"HOLDEN, LA → CHICKASHA, OK",1,3.0,2.2633136094674557,676.0
"COTTONTON, AL → SCHILLER PARK, IL",2,1.0,2.261904761904762,840.0
"PLUMERVILLE, AR → CHATTANOOGA, TN",1,4.0,2.2600000000000002,513.0
"SALEM, MO → SAVANNAH, GA",2,1.0,2.259389671361502,852.0
"BRYAN, TX → WALNUT, MS",1,4.0,2.2531645569620253,632.0
"OLLA, LA → ARMOREL, AR",1,1.0,2.2522522522522523,444.0
"MILLPORT, AL → VENTURA, CA",1,1.0,2.242808386153096,2051.0
"BRYAN, TX → OLIVE BRANCH, MS",1,4.0,2.2413793103448274,580.0
"GRABILL, IN → MONROEVILLE, AL",1,-1.0,2.2360248447204967,805.0
"BRYAN, TX → MEMPHIS, TN",12,3.1666666666666665,2.22910477010898,559.8333333333334
"JOYCE, LA → WALNUT, MS",1,0.0,2.2271714922048997,449.0
"PHILADELPHIA, MS → HIDALGO, TX",1,2.0,2.217142857142857,875.0
"TAYLOR, LA → BELOIT, WI",1,5.0,2.2118742724097786,859.0
"MILLERS TAVERN, VA → SUMMER SHADE, KY",66,2.696969696969697,2.2035151515151523,625.0
"PLUMERVILLE, AR → OTTAWA LAKE, MI",1,1.0,2.2,850.0
"MANSFIELD, AR → SOMERSET, KY",1,3.0,2.1996996996997,666.0
"OLLA, LA → SOMERSET, KY",1,6.0,2.1970705725699067,751.0
"ELDON, MO → LONGVIEW, TX",1,1.0,2.195571955719557,542.0
"HALFWAY, MO → CAYCE, SC",1,8.0,2.192982456140351,912.0
"CORDELE, GA → HALLS, TN",1,4.0,2.191413237924866,559.0
"HALFWAY, MO → SEGUIN, TX",1,4.0,2.1905424200278163,719.0
"ELDON, MO → GRAPELAND, TX",2,2.5,2.1875,608.0
"BRYAN, TX → BIRMINGHAM, AL",2,2.0,2.1868685376661743,677.0
"NAVASOTA, TX → BURNET, TX",1,6.0,2.1739130434782608,161.0
"CHOPIN, LA → WEST UNION, OH",1,4.0,2.170502092050209,956.0
"MARIANNA, FL → SAVANNAH, GA",1,1.0,2.1621621621621623,370.0
"OLLA, LA → BENTON, KY",1,11.0,2.158550185873606,538.0
"TROY, AL → SCHILLER PARK, IL",1,7.0,2.1525215252152523,813.0
"BRYAN, TX → IUKA, MS",1,4.0,2.1513353115727,674.0
"HOLDEN, LA → OWENSBORO, KY",1,1.0,2.150537634408602,651.0
"BRYAN, TX → VENTURA, CA",2,8.5,2.140077821011673,1542.0
"OLLA, LA → KANKAKEE, IL",1,7.0,2.132701421800948,844.0
"BIRMINGHAM, AL → TOPEKA, KS",1,2.0,2.130492676431425,751.0
"VERONA, MO → SAVANNAH, GA",1,2.0,2.1186440677966103,944.0
"SALEM, MO → PELHAM, AL",1,9.0,2.1169354838709675,496.0
"SALEM, MO → HOUSTON, TX",3,3.0,2.1128423040604347,706.0
"HOLDEN, LA → MARKLEVILLE, IN",1,4.0,2.102803738317757,856.0
"HALFWAY, MO → FULTON, MS",1,1.0,2.102272727272727,440.0
"MANSFIELD, AR → SCHILLER PARK, IL",2,4.0,2.0917678812415654,741.0
"GLOSTER, MS → TOLEDO, OH",2,4.0,2.0907297830374754,1014.0
"CORDELE, GA → HOUSTON, TX",1,3.0,2.0676691729323307,798.0
"HAVANA, FL → WHITEVILLE, TN",1,1.0,2.0669291338582676,508.0
"BRYAN, TX → ASHLAND CITY, TN",5,3.6,2.048845953002611,766.0
"BRYAN, TX → LOMBARD, IL",2,10.5,2.0456707897240722,1051.0
"TROY, AL → BRAZIL, IN",1,6.0,2.039151712887439,613.0
"BEARDEN, AR → MARKLEVILLE, IN",1,4.0,2.035211267605634,710.0
"VERONA, MO → FULTON, MS",2,1.0,2.0288683602771362,433.0
"BRYAN, TX → ROCK ISLAND, IL",1,0.0,2.019230769230769,1040.0
"SUMMERSVILLE, MO → FULTON, MS",1,3.0,2.0172910662824206,347.0
"BRYAN, TX → FLINTVILLE, TN",3,5.333333333333333,1.996723996723997,814.0
"BRYAN, TX → FAYETTEVILLE, TN",16,8.3125,1.9913686806411839,811.0
"VERONA, MO → JACKSON, TN",1,0.0,1.9140625,384.0
"BRYAN, TX → MERIDIAN, MS",1,4.0,1.9136960600375235,533.0
"HALF WAY, MO → BIRMINGHAM, AL",1,1.0,1.9128113879003559,562.0
"MARSHALL, TX → SCHILLER PARK, IL",3,3.3333333333333335,1.813892034730087,883.0
"FORT WORTH, TX → WESLACO, TX",1,2.0,1.7698412698412698,504.0
"BIRMINGHAM, AL → LOMBARD, IL",1,2.0,1.7037037037037037,675.0
"BRYAN, TX → KATY, TX",2,10.5,1.6666666666666667,90.0
"BIRMINGHAM, AL → ELKIN, NC",4,9.5,1.5151515151515151,462.0
"FORDYCE, AR → SOMERSET, KY",1,2.0,1.4796907216494843,582.0
"TAHLEQUAH, OK → SUNNYVALE, CA",2,6.0,0.6947872943845718,1763.0
"ENNIS, TX → PERRY, OK",3,3.3333333333333335,0.16286644951140064,307.0
"BIRMINGHAM, AL → TARRANT, AL",1,5.0,,
"BRYAN, TX → BUDA, TX",1,7.0,,
"BRYAN, TX → WHEELOCK, TX",21,0.5238095238095238,,
"BUCKS, AL → MIDDLETON, TN",1,8.0,,
"BUTTZVILLE, NJ → BUTTZVILLE, NJ",4,0.0,,
"FULTON, MS → FULTON, MS",1,3.0,,
"GILMER, TX → BROWNWOOD, TX",1,4.0,,
"GILMER, TX → CHATTANOOGA, TN",1,2.0,,0.0
"GILMER, TX → LONGVIEW, TX",1,4.0,,
"GILMER, TX → SHREVEPORT, LA",1,2.0,,0.0
"HENDERSON, TX → HENDERSON, TX",2,4.5,,0.0
"nan, nan → CREDIT, nan",18,-28.72222222222222,,
"nan, nan → DEBIT, nan",9,-27.88888888888889,,
